candidate_index,A,B,C,D,E,role_pairs,anchors,q_edge_ids,q_sources,q_targets,known_return_cell_slots,known_return_cell_edges
327680,13,8,14,5,0,13_08 08_14 05_14 05_00,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_1203 tuple_edge_850,13:23 8:24 5:23 5:54,8:23 14:24 14:23 0:24,false,false
327684,13,8,14,5,4,13_08 08_14 05_14 05_04,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_1203 tuple_edge_921,13:23 8:24 5:23 5:54,8:23 14:24 14:23 4:24,false,false
327688,13,8,14,5,10,13_08 08_14 05_14 05_10,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_1203 tuple_edge_1204,13:23 8:24 5:23 5:24,8:23 14:24 14:23 10:24,false,false
327729,13,8,14,10,5,13_08 08_14 10_14 10_05,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_2585 tuple_edge_1204,13:23 8:24 10:23 10:24,8:23 14:24 14:23 5:24,false,false
327731,13,8,14,10,7,13_08 08_14 10_14 10_07,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_2585 tuple_edge_1760,13:23 8:24 10:23 10:24,8:23 14:24 14:23 7:24,false,false
327733,13,8,14,10,11,13_08 08_14 10_14 10_11,23 24 23 24,tuple_edge_2038 tuple_edge_2041 tuple_edge_2585 tuple_edge_2586,13:23 8:24 10:23 10:24,8:23 14:24 14:23 11:24,false,false
333697,13,12,6,0,1,13_12 12_06 00_06 00_01,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_2173 tuple_edge_2239,13:23 12:24 0:53 0:54,12:23 6:24 6:23 1:24,false,false
333700,13,12,6,0,4,13_12 12_06 00_06 00_04,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_2173 tuple_edge_2236,13:23 12:24 0:53 0:54,12:23 6:24 6:23 4:24,false,false
333701,13,12,6,0,5,13_12 12_06 00_06 00_05,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_2173 tuple_edge_2237,13:23 12:24 0:53 0:54,12:23 6:24 6:23 5:24,false,false
333708,13,12,6,1,0,13_12 12_06 01_06 01_00,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_74 tuple_edge_848,13:23 12:24 1:53 1:54,12:23 6:24 6:23 0:24,false,false
333709,13,12,6,1,2,13_12 12_06 01_06 01_02,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_74 tuple_edge_76,13:23 12:24 1:53 1:54,12:23 6:24 6:23 2:24,false,false
333713,13,12,6,1,7,13_12 12_06 01_06 01_07,23 24 23 24,tuple_edge_3070 tuple_edge_1474 tuple_edge_74 tuple_edge_78,13:23 12:24 1:53 1:54,12:23 6:24 6:23 7:24,false,false
334128,13,12,9,3,2,13_12 12_09 03_09 03_02,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_611 tuple_edge_265,13:23 12:54 3:23 3:54,12:23 9:24 9:23 2:24,false,false
334129,13,12,9,3,4,13_12 12_09 03_09 03_04,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_611 tuple_edge_612,13:23 12:54 3:23 3:24,12:23 9:24 9:23 4:24,false,false
334133,13,12,9,3,8,13_12 12_09 03_09 03_08,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_611 tuple_edge_766,13:23 12:54 3:23 3:54,12:23 9:24 9:23 8:24,false,false
334137,13,12,9,4,0,13_12 12_09 04_09 04_00,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_920 tuple_edge_849,13:23 12:54 4:23 4:54,12:23 9:24 9:23 0:24,false,false
334140,13,12,9,4,3,13_12 12_09 04_09 04_03,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_920 tuple_edge_612,13:23 12:54 4:23 4:24,12:23 9:24 9:23 3:24,false,false
334141,13,12,9,4,5,13_12 12_09 04_09 04_05,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_920 tuple_edge_1041,13:23 12:54 4:23 4:54,12:23 9:24 9:23 5:24,false,false
334210,13,12,9,11,7,13_12 12_09 11_09 11_07,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_2306 tuple_edge_1761,13:23 12:54 11:53 11:24,12:23 9:24 9:23 7:24,false,false
334212,13,12,9,11,10,13_12 12_09 11_09 11_10,23 24 23 24,tuple_edge_3070 tuple_edge_2309 tuple_edge_2306 tuple_edge_2586,13:23 12:54 11:53 11:24,12:23 9:24 9:23 10:24,false,false
334435,13,12,11,7,1,13_12 12_11 07_11 07_01,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_1759 tuple_edge_3434,13:23 12:54 7:23 7:54,12:23 11:24 11:23 1:24,false,false
334436,13,12,11,7,2,13_12 12_11 07_11 07_02,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_1759 tuple_edge_266,13:23 12:54 7:23 7:54,12:23 11:24 11:23 2:24,false,false
334443,13,12,11,7,10,13_12 12_11 07_11 07_10,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_1759 tuple_edge_1760,13:23 12:54 7:23 7:24,12:23 11:24 11:23 10:24,false,false
334459,13,12,11,9,3,13_12 12_11 09_11 09_03,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_2422 tuple_edge_614,13:23 12:54 9:53 9:24,12:23 11:24 11:23 3:24,false,false
334460,13,12,11,9,4,13_12 12_11 09_11 09_04,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_2422 tuple_edge_922,13:23 12:54 9:53 9:24,12:23 11:24 11:23 4:24,false,false
334472,13,12,11,10,5,13_12 12_11 10_11 10_05,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_2584 tuple_edge_1204,13:23 12:54 10:23 10:24,12:23 11:24 11:23 5:24,false,false
334474,13,12,11,10,7,13_12 12_11 10_11 10_07,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_2584 tuple_edge_1760,13:23 12:54 10:23 10:24,12:23 11:24 11:23 7:24,false,false
334477,13,12,11,10,14,13_12 12_11 10_11 10_14,23 24 23 24,tuple_edge_3070 tuple_edge_2844 tuple_edge_2584 tuple_edge_2587,13:23 12:54 10:23 10:24,12:23 11:24 11:23 14:24,false,false
335281,13,14,5,0,1,13_14 14_05 00_05 00_01,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_2172 tuple_edge_2239,13:23 14:24 0:53 0:54,14:23 5:24 5:23 1:24,false,false
335284,13,14,5,0,4,13_14 14_05 00_05 00_04,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_2172 tuple_edge_2236,13:23 14:24 0:53 0:54,14:23 5:24 5:23 4:24,false,false
335285,13,14,5,0,6,13_14 14_05 00_05 00_06,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_2172 tuple_edge_2238,13:23 14:24 0:53 0:54,14:23 5:24 5:23 6:24,false,false
335325,13,14,5,4,0,13_14 14_05 04_05 04_00,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_1039 tuple_edge_849,13:23 14:24 4:53 4:54,14:23 5:24 5:23 0:24,false,false
335328,13,14,5,4,3,13_14 14_05 04_05 04_03,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_1039 tuple_edge_612,13:23 14:24 4:53 4:24,14:23 5:24 5:23 3:24,false,false
335332,13,14,5,4,9,13_14 14_05 04_05 04_09,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_1039 tuple_edge_922,13:23 14:24 4:53 4:24,14:23 5:24 5:23 9:24,false,false
335386,13,14,5,10,7,13_14 14_05 10_05 10_07,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_1202 tuple_edge_1760,13:23 14:24 10:23 10:24,14:23 5:24 5:23 7:24,false,false
335389,13,14,5,10,11,13_14 14_05 10_05 10_11,23 24 23 24,tuple_edge_3291 tuple_edge_1205 tuple_edge_1202 tuple_edge_2586,13:23 14:24 10:23 10:24,14:23 5:24 5:23 11:24,false,false
335700,13,14,8,2,1,13_14 14_08 02_08 02_01,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_417 tuple_edge_3432,13:23 14:24 2:53 2:54,14:23 8:24 8:23 1:24,false,false
335701,13,14,8,2,3,13_14 14_08 02_08 02_03,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_417 tuple_edge_418,13:23 14:24 2:53 2:54,14:23 8:24 8:23 3:24,false,false
335705,13,14,8,2,7,13_14 14_08 02_08 02_07,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_417 tuple_edge_419,13:23 14:24 2:53 2:54,14:23 8:24 8:23 7:24,false,false
335712,13,14,8,3,2,13_14 14_08 03_08 03_02,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_763 tuple_edge_265,13:23 14:24 3:53 3:54,14:23 8:24 8:23 2:24,false,false
335713,13,14,8,3,4,13_14 14_08 03_08 03_04,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_763 tuple_edge_612,13:23 14:24 3:53 3:24,14:23 8:24 8:23 4:24,false,false
335717,13,14,8,3,9,13_14 14_08 03_08 03_09,23 24 23 24,tuple_edge_3291 tuple_edge_2041 tuple_edge_763 tuple_edge_614,13:23 14:24 3:53 3:24,14:23 8:24 8:23 9:24,false,false
335996,13,14,10,5,0,13_14 14_10 05_10 05_00,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_1202 tuple_edge_850,13:23 14:24 5:23 5:54,14:23 10:24 10:23 0:24,false,false
336000,13,14,10,5,4,13_14 14_10 05_10 05_04,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_1202 tuple_edge_921,13:23 14:24 5:23 5:54,14:23 10:24 10:23 4:24,false,false
336019,13,14,10,7,1,13_14 14_10 07_10 07_01,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_1758 tuple_edge_3434,13:23 14:24 7:23 7:54,14:23 10:24 10:23 1:24,false,false
336020,13,14,10,7,2,13_14 14_10 07_10 07_02,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_1758 tuple_edge_266,13:23 14:24 7:23 7:54,14:23 10:24 10:23 2:24,false,false
336027,13,14,10,7,11,13_14 14_10 07_10 07_11,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_1758 tuple_edge_1761,13:23 14:24 7:23 7:24,14:23 10:24 10:23 11:24,false,false
336058,13,14,10,11,7,13_14 14_10 11_10 11_07,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_2584 tuple_edge_1761,13:23 14:24 11:23 11:24,14:23 10:24 10:23 7:24,false,false
336060,13,14,10,11,9,13_14 14_10 11_10 11_09,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_2584 tuple_edge_2308,13:23 14:24 11:23 11:54,14:23 10:24 10:23 9:24,false,false
336061,13,14,10,11,12,13_14 14_10 11_10 11_12,23 24 23 24,tuple_edge_3291 tuple_edge_2587 tuple_edge_2584 tuple_edge_2945,13:23 14:24 11:23 11:54,14:23 10:24 10:23 12:24,false,false
344917,14,5,0,1,2,14_05 05_00 01_00 01_02,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_783 tuple_edge_76,14:23 5:54 1:53 1:54,5:23 0:24 0:23 2:24,false,false
344920,14,5,0,1,6,14_05 05_00 01_00 01_06,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_783 tuple_edge_77,14:23 5:54 1:53 1:54,5:23 0:24 0:23 6:24,false,false
344921,14,5,0,1,7,14_05 05_00 01_00 01_07,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_783 tuple_edge_78,14:23 5:54 1:53 1:54,5:23 0:24 0:23 7:24,false,false
344952,14,5,0,4,3,14_05 05_00 04_00 04_03,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_785 tuple_edge_612,14:23 5:54 4:53 4:24,5:23 0:24 0:23 3:24,false,false
344956,14,5,0,4,9,14_05 05_00 04_00 04_09,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_785 tuple_edge_922,14:23 5:54 4:53 4:24,5:23 0:24 0:23 9:24,false,false
344961,14,5,0,6,1,14_05 05_00 06_00 06_01,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_787 tuple_edge_3433,14:23 5:54 6:53 6:54,5:23 0:24 0:23 1:24,false,false
344970,14,5,0,6,12,14_05 05_00 06_00 06_12,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_787 tuple_edge_1474,14:23 5:54 6:53 6:24,5:23 0:24 0:23 12:24,false,false
344971,14,5,0,6,13,14_05 05_00 06_00 06_13,23 24 23 24,tuple_edge_1203 tuple_edge_850 tuple_edge_787 tuple_edge_1475,14:23 5:54 6:53 6:24,5:23 0:24 0:23 13:24,false,false
345445,14,5,4,0,1,14_05 05_04 00_04 00_01,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_2171 tuple_edge_2239,14:23 5:54 0:53 0:54,5:23 4:24 4:23 1:24,false,false
345448,14,5,4,0,6,14_05 05_04 00_04 00_06,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_2171 tuple_edge_2238,14:23 5:54 0:53 0:54,5:23 4:24 4:23 6:24,false,false
345480,14,5,4,3,2,14_05 05_04 03_04 03_02,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_609 tuple_edge_265,14:23 5:54 3:23 3:54,5:23 4:24 4:23 2:24,false,false
345483,14,5,4,3,8,14_05 05_04 03_04 03_08,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_609 tuple_edge_766,14:23 5:54 3:23 3:54,5:23 4:24 4:23 8:24,false,false
345484,14,5,4,3,9,14_05 05_04 03_04 03_09,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_609 tuple_edge_614,14:23 5:54 3:23 3:24,5:23 4:24 4:23 9:24,false,false
345525,14,5,4,9,3,14_05 05_04 09_04 09_03,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_920 tuple_edge_614,14:23 5:54 9:23 9:24,5:23 4:24 4:23 3:24,false,false
345530,14,5,4,9,11,14_05 05_04 09_04 09_11,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_920 tuple_edge_2424,14:23 5:54 9:23 9:54,5:23 4:24 4:23 11:24,false,false
345531,14,5,4,9,12,14_05 05_04 09_04 09_12,23 24 23 24,tuple_edge_1203 tuple_edge_921 tuple_edge_920 tuple_edge_2425,14:23 5:54 9:23 9:54,5:23 4:24 4:23 12:24,false,false
346172,14,5,10,7,1,14_05 05_10 07_10 07_01,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_1758 tuple_edge_3434,14:23 5:24 7:23 7:54,5:23 10:24 10:23 1:24,false,false
346173,14,5,10,7,2,14_05 05_10 07_10 07_02,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_1758 tuple_edge_266,14:23 5:24 7:23 7:54,5:23 10:24 10:23 2:24,false,false
346179,14,5,10,7,11,14_05 05_10 07_10 07_11,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_1758 tuple_edge_1761,14:23 5:24 7:23 7:24,5:23 10:24 10:23 11:24,false,false
346210,14,5,10,11,7,14_05 05_10 11_10 11_07,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_2584 tuple_edge_1761,14:23 5:24 11:23 11:24,5:23 10:24 10:23 7:24,false,false
346212,14,5,10,11,9,14_05 05_10 11_10 11_09,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_2584 tuple_edge_2308,14:23 5:24 11:23 11:54,5:23 10:24 10:23 9:24,false,false
346213,14,5,10,11,12,14_05 05_10 11_10 11_12,23 24 23 24,tuple_edge_1203 tuple_edge_1204 tuple_edge_2584 tuple_edge_2945,14:23 5:24 11:23 11:54,5:23 10:24 10:23 12:24,false,false
350340,14,8,2,1,0,14_08 08_02 01_02 01_00,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_73 tuple_edge_848,14:23 8:54 1:53 1:54,8:23 2:24 2:23 0:24,false,false
350344,14,8,2,1,6,14_08 08_02 01_02 01_06,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_73 tuple_edge_77,14:23 8:54 1:53 1:54,8:23 2:24 2:23 6:24,false,false
350345,14,8,2,1,7,14_08 08_02 01_02 01_07,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_73 tuple_edge_78,14:23 8:54 1:53 1:54,8:23 2:24 2:23 7:24,false,false
350353,14,8,2,3,4,14_08 08_02 03_02 03_04,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_262 tuple_edge_612,14:23 8:54 3:53 3:24,8:23 2:24 2:23 4:24,false,false
350357,14,8,2,3,9,14_08 08_02 03_02 03_09,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_262 tuple_edge_614,14:23 8:54 3:53 3:24,8:23 2:24 2:23 9:24,false,false
350396,14,8,2,7,1,14_08 08_02 07_02 07_01,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_263 tuple_edge_3434,14:23 8:54 7:53 7:54,8:23 2:24 2:23 1:24,false,false
350402,14,8,2,7,10,14_08 08_02 07_02 07_10,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_263 tuple_edge_1760,14:23 8:54 7:53 7:24,8:23 2:24 2:23 10:24,false,false
350403,14,8,2,7,11,14_08 08_02 07_02 07_11,23 24 23 24,tuple_edge_2039 tuple_edge_267 tuple_edge_263 tuple_edge_1761,14:23 8:54 7:53 7:24,8:23 2:24 2:23 11:24,false,false
350484,14,8,3,2,1,14_08 08_03 02_03 02_01,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_415 tuple_edge_3432,14:23 8:54 2:53 2:54,8:23 3:24 3:23 1:24,false,false
350488,14,8,3,2,7,14_08 08_03 02_03 02_07,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_415 tuple_edge_419,14:23 8:54 2:53 2:54,8:23 3:24 3:23 7:24,false,false
350494,14,8,3,4,0,14_08 08_03 04_03 04_00,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_609 tuple_edge_849,14:23 8:54 4:23 4:54,8:23 3:24 3:23 0:24,false,false
350497,14,8,3,4,5,14_08 08_03 04_03 04_05,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_609 tuple_edge_1041,14:23 8:54 4:23 4:54,8:23 3:24 3:23 5:24,false,false
350500,14,8,3,4,9,14_08 08_03 04_03 04_09,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_609 tuple_edge_922,14:23 8:54 4:23 4:24,8:23 3:24 3:23 9:24,false,false
350541,14,8,3,9,4,14_08 08_03 09_03 09_04,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_611 tuple_edge_922,14:23 8:54 9:23 9:24,8:23 3:24 3:23 4:24,false,false
350546,14,8,3,9,11,14_08 08_03 09_03 09_11,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_611 tuple_edge_2424,14:23 8:54 9:23 9:54,8:23 3:24 3:23 11:24,false,false
350547,14,8,3,9,12,14_08 08_03 09_03 09_12,23 24 23 24,tuple_edge_2039 tuple_edge_613 tuple_edge_611 tuple_edge_2425,14:23 8:54 9:23 9:54,8:23 3:24 3:23 12:24,false,false
351715,14,8,13,6,0,14_08 08_13 06_13 06_00,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_1473 tuple_edge_851,14:23 8:24 6:23 6:54,8:23 13:24 13:23 0:24,false,false
351716,14,8,13,6,1,14_08 08_13 06_13 06_01,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_1473 tuple_edge_3433,14:23 8:24 6:23 6:54,8:23 13:24 13:23 1:24,false,false
351725,14,8,13,6,12,14_08 08_13 06_13 06_12,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_1473 tuple_edge_1474,14:23 8:24 6:23 6:24,8:23 13:24 13:23 12:24,false,false
351776,14,8,13,12,6,14_08 08_13 12_13 12_06,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_3070 tuple_edge_1474,14:23 8:24 12:23 12:24,8:23 13:24 13:23 6:24,false,false
351778,14,8,13,12,9,14_08 08_13 12_13 12_09,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_3070 tuple_edge_2309,14:23 8:24 12:23 12:54,8:23 13:24 13:23 9:24,false,false
351780,14,8,13,12,11,14_08 08_13 12_13 12_11,23 24 23 24,tuple_edge_2039 tuple_edge_2040 tuple_edge_3070 tuple_edge_2844,14:23 8:24 12:23 12:54,8:23 13:24 13:23 11:24,false,false
354157,14,10,5,0,1,14_10 10_05 00_05 00_01,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_2172 tuple_edge_2239,14:23 10:24 0:53 0:54,10:23 5:24 5:23 1:24,false,false
354160,14,10,5,0,4,14_10 10_05 00_05 00_04,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_2172 tuple_edge_2236,14:23 10:24 0:53 0:54,10:23 5:24 5:23 4:24,false,false
354161,14,10,5,0,6,14_10 10_05 00_05 00_06,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_2172 tuple_edge_2238,14:23 10:24 0:53 0:54,10:23 5:24 5:23 6:24,false,false
354201,14,10,5,4,0,14_10 10_05 04_05 04_00,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_1039 tuple_edge_849,14:23 10:24 4:53 4:54,10:23 5:24 5:23 0:24,false,false
354204,14,10,5,4,3,14_10 10_05 04_05 04_03,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_1039 tuple_edge_612,14:23 10:24 4:53 4:24,10:23 5:24 5:23 3:24,false,false
354208,14,10,5,4,9,14_10 10_05 04_05 04_09,23 24 23 24,tuple_edge_2585 tuple_edge_1204 tuple_edge_1039 tuple_edge_922,14:23 10:24 4:53 4:24,10:23 5:24 5:23 9:24,false,false
354432,14,10,7,1,0,14_10 10_07 01_07 01_00,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_75 tuple_edge_848,14:23 10:24 1:53 1:54,10:23 7:24 7:23 0:24,false,false
354433,14,10,7,1,2,14_10 10_07 01_07 01_02,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_75 tuple_edge_76,14:23 10:24 1:53 1:54,10:23 7:24 7:23 2:24,false,false
354437,14,10,7,1,6,14_10 10_07 01_07 01_06,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_75 tuple_edge_77,14:23 10:24 1:53 1:54,10:23 7:24 7:23 6:24,false,false
354444,14,10,7,2,1,14_10 10_07 02_07 02_01,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_416 tuple_edge_3432,14:23 10:24 2:53 2:54,10:23 7:24 7:23 1:24,false,false
354445,14,10,7,2,3,14_10 10_07 02_07 02_03,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_416 tuple_edge_418,14:23 10:24 2:53 2:54,10:23 7:24 7:23 3:24,false,false
354449,14,10,7,2,8,14_10 10_07 02_07 02_08,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_416 tuple_edge_420,14:23 10:24 2:53 2:54,10:23 7:24 7:23 8:24,false,false
354528,14,10,7,11,9,14_10 10_07 11_07 11_09,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_1759 tuple_edge_2308,14:23 10:24 11:23 11:54,10:23 7:24 7:23 9:24,false,false
354529,14,10,7,11,12,14_10 10_07 11_07 11_12,23 24 23 24,tuple_edge_2585 tuple_edge_1760 tuple_edge_1759 tuple_edge_2945,14:23 10:24 11:23 11:54,10:23 7:24 7:23 12:24,false,false
354895,14,10,11,7,1,14_10 10_11 07_11 07_01,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_1759 tuple_edge_3434,14:23 10:24 7:23 7:54,10:23 11:24 11:23 1:24,false,false
354896,14,10,11,7,2,14_10 10_11 07_11 07_02,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_1759 tuple_edge_266,14:23 10:24 7:23 7:54,10:23 11:24 11:23 2:24,false,false
354919,14,10,11,9,3,14_10 10_11 09_11 09_03,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2422 tuple_edge_614,14:23 10:24 9:53 9:24,10:23 11:24 11:23 3:24,false,false
354920,14,10,11,9,4,14_10 10_11 09_11 09_04,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2422 tuple_edge_922,14:23 10:24 9:53 9:24,10:23 11:24 11:23 4:24,false,false
354925,14,10,11,9,12,14_10 10_11 09_11 09_12,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2422 tuple_edge_2425,14:23 10:24 9:53 9:54,10:23 11:24 11:23 12:24,false,false
354933,14,10,11,12,6,14_10 10_11 12_11 12_06,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2843 tuple_edge_1474,14:23 10:24 12:53 12:24,10:23 11:24 11:23 6:24,false,false
354936,14,10,11,12,9,14_10 10_11 12_11 12_09,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2843 tuple_edge_2309,14:23 10:24 12:53 12:54,10:23 11:24 11:23 9:24,false,false
354937,14,10,11,12,13,14_10 10_11 12_11 12_13,23 24 23 24,tuple_edge_2585 tuple_edge_2586 tuple_edge_2843 tuple_edge_3071,14:23 10:24 12:53 12:24,10:23 11:24 11:23 13:24,false,false
359437,14,13,6,0,1,14_13 13_06 00_06 00_01,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_2173 tuple_edge_2239,14:23 13:24 0:53 0:54,13:23 6:24 6:23 1:24,false,false
359440,14,13,6,0,4,14_13 13_06 00_06 00_04,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_2173 tuple_edge_2236,14:23 13:24 0:53 0:54,13:23 6:24 6:23 4:24,false,false
359441,14,13,6,0,5,14_13 13_06 00_06 00_05,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_2173 tuple_edge_2237,14:23 13:24 0:53 0:54,13:23 6:24 6:23 5:24,false,false
359448,14,13,6,1,0,14_13 13_06 01_06 01_00,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_74 tuple_edge_848,14:23 13:24 1:53 1:54,13:23 6:24 6:23 0:24,false,false
359449,14,13,6,1,2,14_13 13_06 01_06 01_02,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_74 tuple_edge_76,14:23 13:24 1:53 1:54,13:23 6:24 6:23 2:24,false,false
359453,14,13,6,1,7,14_13 13_06 01_06 01_07,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_74 tuple_edge_78,14:23 13:24 1:53 1:54,13:23 6:24 6:23 7:24,false,false
359566,14,13,6,12,9,14_13 13_06 12_06 12_09,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_1472 tuple_edge_2309,14:23 13:24 12:23 12:54,13:23 6:24 6:23 9:24,false,false
359568,14,13,6,12,11,14_13 13_06 12_06 12_11,23 24 23 24,tuple_edge_3291 tuple_edge_1475 tuple_edge_1472 tuple_edge_2844,14:23 13:24 12:23 12:54,13:23 6:24 6:23 11:24,false,false
